x,y,z,t_mean_c,t_std_c,n_obs,material,solar_absorptance,u_value_w_m2k,plausible,flag_reason,solar_term_w_m2,u_value_corrected_w_m2k,correction_note
20.700000000000003,-0.7000000000000001,-0.30000000000000004,35.312,0.548,20,concrete,0.65,6.1588,1,,57.4,-2.1598,nord_diffuse_only
20.700000000000003,-0.7000000000000001,-0.1,34.833,0.997,94,concrete,0.65,5.6035,1,,57.4,-2.7152,nord_diffuse_only
20.700000000000003,-0.7000000000000001,0.1,35.226,1.063,81,painted_metal,0.65,6.0591,1,,57.4,-2.2595,nord_diffuse_only
20.700000000000003,-0.7000000000000001,0.30000000000000004,35.53,1.161,96,painted_metal,0.65,6.4116,1,,57.4,-1.9071,nord_diffuse_only
20.700000000000003,-0.7000000000000001,0.5,36.049,1.318,109,painted_metal,0.65,7.0133,1,,57.4,-1.3053,nord_diffuse_only
20.700000000000003,-0.7000000000000001,0.7000000000000001,36.445,1.218,170,painted_metal,0.65,7.4725,1,,57.4,-0.8462,nord_diffuse_only
20.700000000000003,-0.7000000000000001,0.9,36.966,1.43,130,painted_metal,0.65,8.0765,0,solar_suspected,57.4,-0.2421,nord_diffuse_only
20.700000000000003,-0.7000000000000001,1.1,36.596,1.347,81,glass,0.1,7.6475,1,,8.83,6.3677,nord_diffuse_only
20.700000000000003,-0.7000000000000001,1.3,36.045,1.076,52,glass,0.1,7.0087,1,,8.83,5.7289,nord_diffuse_only
20.700000000000003,-0.7000000000000001,1.5,36.032,1.154,42,glass,0.1,6.9936,1,,8.83,5.7138,nord_diffuse_only
20.700000000000003,-0.7000000000000001,1.7000000000000002,36.28,1.131,25,glass,0.1,7.2812,1,,8.83,6.0014,nord_diffuse_only
20.700000000000003,-0.5,-0.30000000000000004,34.761,1.039,323,concrete,0.65,5.52,1,,0.0,5.52,
20.700000000000003,-0.5,-0.1,34.707,1.08,312,concrete,0.65,5.4574,1,,0.0,5.4574,
20.700000000000003,-0.5,0.1,35.311,1.336,136,painted_metal,0.65,6.1577,1,,0.0,6.1577,
20.700000000000003,-0.5,0.30000000000000004,35.557,1.227,82,painted_metal,0.65,6.4429,1,,0.0,6.4429,
20.700000000000003,-0.5,0.5,36.128,1.18,56,painted_metal,0.65,7.1049,1,,0.0,7.1049,
20.700000000000003,-0.5,0.7000000000000001,36.164,0.874,35,painted_metal,0.65,7.1467,1,,0.0,7.1467,
20.700000000000003,-0.5,0.9,37.374,1.759,11,painted_metal,0.65,8.5496,0,solar_suspected,0.0,8.5496,
20.700000000000003,-0.5,1.1,38.455,1.569,2,painted_metal,0.65,9.8029,0,solar_suspected,0.0,9.8029,
20.700000000000003,-0.5,1.3,34.952,0.428,2,glass,0.1,5.7414,1,,0.0,5.7414,
20.700000000000003,-0.5,1.5,35.005,0.0,1,glass,0.1,5.8029,1,,0.0,5.8029,
20.700000000000003,-0.5,1.7000000000000002,35.603,1.386,23,glass,0.1,6.4962,1,,0.0,6.4962,
20.700000000000003,-0.5,1.9000000000000001,36.574,1.75,14,glass,0.1,7.622,1,,0.0,7.622,
20.700000000000003,-0.30000000000000004,-0.30000000000000004,34.895,0.973,116,concrete,0.65,5.6754,1,,0.0,5.6754,
20.700000000000003,-0.30000000000000004,1.7000000000000002,35.937,1.477,18,glass,0.1,6.8835,1,,0.0,6.8835,
20.700000000000003,-0.30000000000000004,1.9000000000000001,36.262,1.775,16,glass,0.1,7.2603,1,,0.0,7.2603,
20.700000000000003,-0.1,-0.30000000000000004,35.198,0.927,129,concrete,0.65,6.0267,1,,0.0,6.0267,
20.700000000000003,-0.1,1.7000000000000002,36.279,1.171,15,glass,0.1,7.28,1,,0.0,7.28,
20.700000000000003,-0.1,1.9000000000000001,36.652,1.827,14,glass,0.1,7.7125,1,,0.0,7.7125,
20.700000000000003,0.1,-0.30000000000000004,36.062,1.069,188,concrete,0.65,7.0284,1,,0.0,7.0284,
20.700000000000003,0.1,1.7000000000000002,36.235,1.505,14,glass,0.1,7.229,1,,0.0,7.229,
20.700000000000003,0.1,1.9000000000000001,37.449,1.926,17,glass,0.1,8.6365,0,solar_suspected,0.0,8.6365,
20.700000000000003,0.30000000000000004,-0.30000000000000004,36.492,0.821,168,concrete,0.65,7.527,1,,0.0,7.527,
20.700000000000003,0.30000000000000004,1.7000000000000002,36.521,1.645,19,glass,0.1,7.5606,1,,0.0,7.5606,
20.700000000000003,0.30000000000000004,1.9000000000000001,37.468,1.842,21,glass,0.1,8.6586,0,solar_suspected,0.0,8.6586,
20.700000000000003,0.5,-0.30000000000000004,36.709,0.767,182,concrete,0.65,7.7786,1,,0.0,7.7786,
20.700000000000003,0.5,1.7000000000000002,36.64,1.709,19,glass,0.1,7.6986,1,,0.0,7.6986,
20.700000000000003,0.5,1.9000000000000001,37.872,1.73,14,glass,0.1,9.127,0,solar_suspected,0.0,9.127,
20.700000000000003,0.7000000000000001,-0.30000000000000004,36.793,0.74,172,concrete,0.65,7.8759,1,,0.0,7.8759,
20.700000000000003,0.7000000000000001,1.7000000000000002,36.593,1.85,18,glass,0.1,7.6441,1,,0.0,7.6441,
20.700000000000003,0.7000000000000001,1.9000000000000001,37.572,2.447,16,glass,0.1,8.7791,0,solar_suspected,0.0,8.7791,
20.700000000000003,0.9,-0.30000000000000004,36.43,1.005,144,concrete,0.65,7.4551,1,,0.0,7.4551,
20.700000000000003,0.9,1.7000000000000002,36.87,1.758,21,glass,0.1,7.9652,1,,0.0,7.9652,
20.700000000000003,0.9,1.9000000000000001,37.586,2.23,16,glass,0.1,8.7954,0,solar_suspected,0.0,8.7954,
20.700000000000003,1.1,-0.30000000000000004,36.385,1.18,129,concrete,0.65,7.4029,1,,0.0,7.4029,
20.700000000000003,1.1,1.7000000000000002,37.114,1.717,20,glass,0.1,8.2481,0,solar_suspected,0.0,8.2481,
20.700000000000003,1.1,1.9000000000000001,36.928,2.023,12,glass,0.1,8.0325,0,solar_suspected,0.0,8.0325,
20.700000000000003,1.3,-0.30000000000000004,36.12,1.443,130,concrete,0.65,7.0957,1,,0.0,7.0957,
20.700000000000003,1.3,1.7000000000000002,37.203,1.955,19,glass,0.1,8.3513,0,solar_suspected,0.0,8.3513,
20.700000000000003,1.3,1.9000000000000001,36.474,2.189,9,glass,0.1,7.5061,1,,0.0,7.5061,
20.700000000000003,1.5,-0.30000000000000004,36.357,1.35,132,concrete,0.65,7.3704,1,,0.0,7.3704,sud_opaque_no_correction
20.700000000000003,1.5,1.7000000000000002,36.745,1.311,17,glass,0.1,7.8203,1,,0.0,7.8203,sud_opaque_no_correction
20.700000000000003,1.5,1.9000000000000001,37.023,1.892,14,glass,0.1,8.1426,0,solar_suspected,0.0,8.1426,sud_opaque_no_correction
20.700000000000003,1.7000000000000002,-0.30000000000000004,36.201,1.284,140,concrete,0.65,7.1896,1,,0.0,7.1896,sud_opaque_no_correction
20.700000000000003,1.7000000000000002,1.7000000000000002,36.74,1.128,10,glass,0.1,7.8145,1,,0.0,7.8145,sud_opaque_no_correction
20.700000000000003,1.7000000000000002,1.9000000000000001,36.603,1.808,21,glass,0.1,7.6557,1,,0.0,7.6557,sud_opaque_no_correction
20.900000000000002,-0.7000000000000001,-0.30000000000000004,35.415,0.719,4,concrete,0.65,6.2783,1,,57.4,-2.0404,nord_diffuse_only
20.900000000000002,-0.7000000000000001,-0.1,35.108,0.879,27,glass,0.1,5.9223,1,,8.83,4.6425,nord_diffuse_only
20.900000000000002,-0.7000000000000001,0.1,35.335,1.059,41,painted_metal,0.65,6.1855,1,,57.4,-2.1332,nord_diffuse_only
20.900000000000002,-0.7000000000000001,0.30000000000000004,35.553,0.942,44,painted_metal,0.65,6.4383,1,,57.4,-1.8804,nord_diffuse_only
20.900000000000002,-0.7000000000000001,0.5,35.926,1.343,66,painted_metal,0.65,6.8707,1,,57.4,-1.4479,nord_diffuse_only
20.900000000000002,-0.7000000000000001,0.7000000000000001,36.318,1.352,94,painted_metal,0.65,7.3252,1,,57.4,-0.9934,nord_diffuse_only
20.900000000000002,-0.7000000000000001,0.9,36.876,1.344,111,painted_metal,0.65,7.9722,1,,57.4,-0.3465,nord_diffuse_only
20.900000000000002,-0.7000000000000001,1.1,36.993,1.358,66,glass,0.1,8.1078,0,solar_suspected,8.83,6.828,nord_diffuse_only
20.900000000000002,-0.7000000000000001,1.3,36.25,1.135,54,glass,0.1,7.2464,1,,8.83,5.9666,nord_diffuse_only
20.900000000000002,-0.7000000000000001,1.5,35.68,1.042,39,glass,0.1,6.5855,1,,8.83,5.3057,nord_diffuse_only
20.900000000000002,-0.7000000000000001,1.7000000000000002,35.561,1.121,20,glass,0.1,6.4475,1,,8.83,5.1677,nord_diffuse_only
20.900000000000002,-0.5,-0.30000000000000004,34.786,1.053,375,concrete,0.65,5.549,1,,0.0,5.549,
20.900000000000002,-0.5,-0.1,34.637,1.005,353,concrete,0.65,5.3762,1,,0.0,5.3762,
20.900000000000002,-0.5,0.1,35.284,1.23,184,painted_metal,0.65,6.1264,1,,0.0,6.1264,
20.900000000000002,-0.5,0.30000000000000004,35.75,1.211,134,painted_metal,0.65,6.6667,1,,0.0,6.6667,
20.900000000000002,-0.5,0.5,36.046,1.188,106,painted_metal,0.65,7.0099,1,,0.0,7.0099,
20.900000000000002,-0.5,0.7000000000000001,36.311,1.093,103,painted_metal,0.65,7.3171,1,,0.0,7.3171,
20.900000000000002,-0.5,0.9,36.864,1.579,54,painted_metal,0.65,7.9583,1,,0.0,7.9583,
20.900000000000002,-0.5,1.1,37.046,2.124,14,glass,0.1,8.1693,0,solar_suspected,0.0,8.1693,
20.900000000000002,-0.5,1.3,35.558,0.938,8,glass,0.1,6.4441,1,,0.0,6.4441,
20.900000000000002,-0.5,1.5,35.719,1.33,4,glass,0.1,6.6307,1,,0.0,6.6307,
20.900000000000002,-0.5,1.7000000000000002,36.497,1.667,21,glass,0.1,7.5328,1,,0.0,7.5328,
20.900000000000002,-0.5,1.9000000000000001,36.0,1.421,16,glass,0.1,6.9565,1,,0.0,6.9565,
20.900000000000002,-0.30000000000000004,-0.30000000000000004,35.142,1.108,185,concrete,0.65,5.9617,1,,0.0,5.9617,
20.900000000000002,-0.30000000000000004,1.7000000000000002,36.655,1.81,9,glass,0.1,7.7159,1,,0.0,7.7159,
20.900000000000002,-0.30000000000000004,1.9000000000000001,36.567,1.601,17,glass,0.1,7.6139,1,,0.0,7.6139,
20.900000000000002,-0.1,-0.30000000000000004,35.568,1.063,192,concrete,0.65,6.4557,1,,0.0,6.4557,
20.900000000000002,-0.1,1.7000000000000002,36.296,1.855,15,glass,0.1,7.2997,1,,0.0,7.2997,
20.900000000000002,-0.1,1.9000000000000001,36.664,1.414,12,glass,0.1,7.7264,1,,0.0,7.7264,
20.900000000000002,0.1,-0.30000000000000004,35.732,0.908,142,concrete,0.65,6.6458,1,,0.0,6.6458,
20.900000000000002,0.1,1.7000000000000002,36.65,1.853,15,glass,0.1,7.7101,1,,0.0,7.7101,
20.900000000000002,0.1,1.9000000000000001,37.199,1.607,13,glass,0.1,8.3467,0,solar_suspected,0.0,8.3467,
20.900000000000002,0.30000000000000004,-0.30000000000000004,36.192,0.812,138,concrete,0.65,7.1791,1,,0.0,7.1791,
20.900000000000002,0.30000000000000004,1.7000000000000002,36.327,2.164,14,glass,0.1,7.3357,1,,0.0,7.3357,
20.900000000000002,0.30000000000000004,1.9000000000000001,37.159,1.216,13,glass,0.1,8.3003,0,solar_suspected,0.0,8.3003,
20.900000000000002,0.5,-0.30000000000000004,36.454,0.782,144,concrete,0.65,7.4829,1,,0.0,7.4829,
20.900000000000002,0.5,1.7000000000000002,36.671,2.099,17,glass,0.1,7.7345,1,,0.0,7.7345,
20.900000000000002,0.5,1.9000000000000001,37.18,1.22,9,glass,0.1,8.3246,0,solar_suspected,0.0,8.3246,
20.900000000000002,0.7000000000000001,-0.30000000000000004,36.574,0.711,122,concrete,0.65,7.622,1,,0.0,7.622,
20.900000000000002,0.7000000000000001,1.7000000000000002,37.02,2.409,14,glass,0.1,8.1391,0,solar_suspected,0.0,8.1391,
20.900000000000002,0.7000000000000001,1.9000000000000001,36.829,1.876,11,glass,0.1,7.9177,1,,0.0,7.9177,
20.900000000000002,0.9,-0.30000000000000004,36.613,0.941,126,concrete,0.65,7.6672,1,,0.0,7.6672,
20.900000000000002,0.9,1.7000000000000002,37.199,2.117,19,glass,0.1,8.3467,0,solar_suspected,0.0,8.3467,
20.900000000000002,0.9,1.9000000000000001,37.079,1.899,8,glass,0.1,8.2075,0,solar_suspected,0.0,8.2075,
20.900000000000002,1.1,-0.30000000000000004,36.696,0.919,146,concrete,0.65,7.7635,1,,0.0,7.7635,
20.900000000000002,1.1,1.7000000000000002,37.153,2.011,16,glass,0.1,8.2933,0,solar_suspected,0.0,8.2933,
20.900000000000002,1.1,1.9000000000000001,36.593,1.984,13,glass,0.1,7.6441,1,,0.0,7.6441,
20.900000000000002,1.3,-0.30000000000000004,36.456,1.209,148,concrete,0.65,7.4852,1,,0.0,7.4852,
20.900000000000002,1.3,1.7000000000000002,37.437,2.045,16,glass,0.1,8.6226,0,solar_suspected,0.0,8.6226,
20.900000000000002,1.3,1.9000000000000001,36.617,1.644,11,glass,0.1,7.6719,1,,0.0,7.6719,
20.900000000000002,1.5,-0.30000000000000004,36.356,1.254,141,concrete,0.65,7.3693,1,,0.0,7.3693,sud_opaque_no_correction
20.900000000000002,1.5,1.7000000000000002,36.986,1.754,16,glass,0.1,8.0997,0,solar_suspected,0.0,8.0997,sud_opaque_no_correction
20.900000000000002,1.5,1.9000000000000001,36.724,1.575,17,glass,0.1,7.7959,1,,0.0,7.7959,sud_opaque_no_correction
20.900000000000002,1.7000000000000002,-0.30000000000000004,35.665,1.415,190,concrete,0.65,6.5681,1,,0.0,6.5681,sud_opaque_no_correction
20.900000000000002,1.7000000000000002,1.7000000000000002,37.182,1.653,11,glass,0.1,8.327,0,solar_suspected,0.0,8.327,sud_opaque_no_correction
20.900000000000002,1.7000000000000002,1.9000000000000001,36.472,1.353,11,glass,0.1,7.5038,1,,0.0,7.5038,sud_opaque_no_correction
21.1,-0.7000000000000001,-0.1,35.272,0.826,14,glass,0.1,6.1125,1,,8.83,4.8327,nord_diffuse_only
21.1,-0.7000000000000001,0.1,35.572,1.067,11,glass,0.1,6.4603,1,,8.83,5.1805,nord_diffuse_only
21.1,-0.7000000000000001,0.30000000000000004,35.841,0.987,13,glass,0.1,6.7722,1,,8.83,5.4924,nord_diffuse_only
21.1,-0.7000000000000001,0.5,35.871,1.253,31,painted_metal,0.65,6.807,1,,57.4,-1.5117,nord_diffuse_only
21.1,-0.7000000000000001,0.7000000000000001,36.663,1.283,23,glass,0.1,7.7252,1,,8.83,6.4454,nord_diffuse_only
21.1,-0.7000000000000001,0.9,36.546,1.267,42,glass,0.1,7.5896,1,,8.83,6.3098,nord_diffuse_only
21.1,-0.7000000000000001,1.1,36.691,1.344,54,glass,0.1,7.7577,1,,8.83,6.4779,nord_diffuse_only
21.1,-0.7000000000000001,1.3,36.04,1.188,37,glass,0.1,7.0029,1,,8.83,5.7231,nord_diffuse_only
21.1,-0.7000000000000001,1.5,36.211,1.116,43,glass,0.1,7.2012,1,,8.83,5.9214,nord_diffuse_only
21.1,-0.7000000000000001,1.7000000000000002,36.422,1.17,14,glass,0.1,7.4458,1,,8.83,6.166,nord_diffuse_only
21.1,-0.5,-0.30000000000000004,34.831,0.993,320,concrete,0.65,5.6012,1,,0.0,5.6012,
21.1,-0.5,-0.1,34.721,1.03,344,painted_metal,0.65,5.4736,1,,0.0,5.4736,
21.1,-0.5,0.1,35.295,1.229,202,painted_metal,0.65,6.1391,1,,0.0,6.1391,
21.1,-0.5,0.30000000000000004,35.587,1.188,161,painted_metal,0.65,6.4777,1,,0.0,6.4777,
21.1,-0.5,0.5,36.219,1.218,132,painted_metal,0.65,7.2104,1,,0.0,7.2104,
21.1,-0.5,0.7000000000000001,36.46,1.223,147,painted_metal,0.65,7.4899,1,,0.0,7.4899,
21.1,-0.5,0.9,36.961,1.34,113,painted_metal,0.65,8.0707,0,solar_suspected,0.0,8.0707,
21.1,-0.5,1.1,37.261,1.642,35,glass,0.1,8.4186,0,solar_suspected,0.0,8.4186,
21.1,-0.5,1.3,36.395,1.326,23,glass,0.1,7.4145,1,,0.0,7.4145,
21.1,-0.5,1.5,36.048,1.047,9,glass,0.1,7.0122,1,,0.0,7.0122,
21.1,-0.5,1.7000000000000002,36.91,1.677,21,glass,0.1,8.0116,0,solar_suspected,0.0,8.0116,
21.1,-0.5,1.9000000000000001,36.63,1.702,19,glass,0.1,7.687,1,,0.0,7.687,
21.1,-0.30000000000000004,-0.30000000000000004,35.2,1.057,119,concrete,0.65,6.029,1,,0.0,6.029,
21.1,-0.30000000000000004,1.7000000000000002,36.819,2.031,7,glass,0.1,7.9061,1,,0.0,7.9061,
21.1,-0.30000000000000004,1.9000000000000001,36.118,1.245,14,glass,0.1,7.0933,1,,0.0,7.0933,
21.1,-0.1,-0.30000000000000004,35.356,1.071,135,concrete,0.65,6.2099,1,,0.0,6.2099,
21.1,-0.1,1.7000000000000002,36.89,1.826,8,glass,0.1,7.9884,1,,0.0,7.9884,
21.1,-0.1,1.9000000000000001,36.107,1.68,10,glass,0.1,7.0806,1,,0.0,7.0806,
21.1,0.1,-0.30000000000000004,35.742,1.186,116,concrete,0.65,6.6574,1,,0.0,6.6574,
21.1,0.1,1.7000000000000002,37.23,1.781,10,glass,0.1,8.3826,0,solar_suspected,0.0,8.3826,
21.1,0.1,1.9000000000000001,36.569,2.11,11,glass,0.1,7.6162,1,,0.0,7.6162,
21.1,0.30000000000000004,-0.30000000000000004,35.928,0.909,121,concrete,0.65,6.873,1,,0.0,6.873,
21.1,0.30000000000000004,1.7000000000000002,37.102,1.746,7,glass,0.1,8.2342,0,solar_suspected,0.0,8.2342,
21.1,0.30000000000000004,1.9000000000000001,35.999,1.645,8,glass,0.1,6.9554,1,,0.0,6.9554,
21.1,0.5,-0.30000000000000004,36.376,0.629,108,concrete,0.65,7.3925,1,,0.0,7.3925,
21.1,0.5,1.7000000000000002,37.065,1.94,5,glass,0.1,8.1913,0,solar_suspected,0.0,8.1913,
21.1,0.5,1.9000000000000001,35.863,1.342,11,glass,0.1,6.7977,1,,0.0,6.7977,
21.1,0.7000000000000001,-0.30000000000000004,36.477,0.836,85,concrete,0.65,7.5096,1,,0.0,7.5096,
21.1,0.7000000000000001,1.7000000000000002,36.952,2.331,9,glass,0.1,8.0603,0,solar_suspected,0.0,8.0603,
21.1,0.7000000000000001,1.9000000000000001,36.171,2.387,9,glass,0.1,7.1548,1,,0.0,7.1548,
21.1,0.9,-0.30000000000000004,36.486,0.928,97,concrete,0.65,7.52,1,,0.0,7.52,
21.1,0.9,1.7000000000000002,35.668,1.188,7,glass,0.1,6.5716,1,,0.0,6.5716,
21.1,0.9,1.9000000000000001,36.533,2.101,14,glass,0.1,7.5745,1,,0.0,7.5745,
21.1,1.1,-0.30000000000000004,36.248,1.083,98,concrete,0.65,7.2441,1,,0.0,7.2441,
21.1,1.1,1.7000000000000002,36.664,2.072,7,glass,0.1,7.7264,1,,0.0,7.7264,
21.1,1.1,1.9000000000000001,36.439,2.039,9,glass,0.1,7.4655,1,,0.0,7.4655,
21.1,1.3,-0.30000000000000004,36.113,1.363,136,concrete,0.65,7.0875,1,,0.0,7.0875,
21.1,1.3,1.7000000000000002,37.909,1.846,8,glass,0.1,9.1699,0,solar_suspected,0.0,9.1699,
21.1,1.3,1.9000000000000001,37.088,2.276,10,glass,0.1,8.218,0,solar_suspected,0.0,8.218,
21.1,1.5,-0.30000000000000004,35.583,1.464,144,concrete,0.65,6.473,1,,0.0,6.473,sud_opaque_no_correction
21.1,1.5,1.7000000000000002,37.556,1.462,7,glass,0.1,8.7606,0,solar_suspected,0.0,8.7606,sud_opaque_no_correction
21.1,1.5,1.9000000000000001,37.394,1.915,10,glass,0.1,8.5728,0,solar_suspected,0.0,8.5728,sud_opaque_no_correction
21.1,1.7000000000000002,-0.30000000000000004,35.423,1.469,152,concrete,0.65,6.2875,1,,0.0,6.2875,sud_opaque_no_correction
21.1,1.7000000000000002,1.7000000000000002,37.101,1.865,4,glass,0.1,8.233,0,solar_suspected,0.0,8.233,sud_opaque_no_correction
21.1,1.7000000000000002,1.9000000000000001,37.577,1.929,10,glass,0.1,8.7849,0,solar_suspected,0.0,8.7849,sud_opaque_no_correction
21.3,-0.7000000000000001,-0.1,33.674,0.0,1,painted_metal,0.65,4.2597,1,,57.4,-4.0589,nord_diffuse_only
21.3,-0.7000000000000001,0.1,34.746,1.539,4,glass,0.1,5.5026,1,,8.83,4.2228,nord_diffuse_only
21.3,-0.7000000000000001,0.30000000000000004,35.48,1.298,8,painted_metal,0.65,6.3536,1,,57.4,-1.965,nord_diffuse_only
21.3,-0.7000000000000001,0.5,35.48,1.523,17,glass,0.1,6.3536,1,,8.83,5.0738,nord_diffuse_only
21.3,-0.7000000000000001,0.7000000000000001,36.106,1.427,14,glass,0.1,7.0794,1,,8.83,5.7996,nord_diffuse_only
21.3,-0.7000000000000001,0.9,36.57,1.272,15,glass,0.1,7.6174,1,,8.83,6.3376,nord_diffuse_only
21.3,-0.7000000000000001,1.1,36.404,1.548,21,glass,0.1,7.4249,1,,8.83,6.1451,nord_diffuse_only
21.3,-0.7000000000000001,1.3,36.267,0.971,11,glass,0.1,7.2661,1,,8.83,5.9863,nord_diffuse_only
21.3,-0.7000000000000001,1.5,35.563,1.242,19,glass,0.1,6.4499,1,,8.83,5.1701,nord_diffuse_only
21.3,-0.7000000000000001,1.7000000000000002,36.099,1.372,5,glass,0.1,7.0713,1,,8.83,5.7915,nord_diffuse_only
21.3,-0.5,-0.30000000000000004,34.975,1.117,310,concrete,0.65,5.7681,1,,0.0,5.7681,
21.3,-0.5,-0.1,34.848,1.002,313,concrete,0.65,5.6209,1,,0.0,5.6209,
21.3,-0.5,0.1,35.309,1.196,177,painted_metal,0.65,6.1554,1,,0.0,6.1554,
21.3,-0.5,0.30000000000000004,35.718,1.134,158,painted_metal,0.65,6.6296,1,,0.0,6.6296,
21.3,-0.5,0.5,36.104,1.198,131,painted_metal,0.65,7.0771,1,,0.0,7.0771,
21.3,-0.5,0.7000000000000001,36.48,1.225,170,painted_metal,0.65,7.513,1,,0.0,7.513,
21.3,-0.5,0.9,36.777,1.187,129,painted_metal,0.65,7.8574,1,,0.0,7.8574,
21.3,-0.5,1.1,37.594,1.28,63,glass,0.1,8.8046,0,solar_suspected,0.0,8.8046,
21.3,-0.5,1.3,36.577,1.364,32,glass,0.1,7.6255,1,,0.0,7.6255,
21.3,-0.5,1.5,36.416,1.62,17,glass,0.1,7.4388,1,,0.0,7.4388,
21.3,-0.5,1.7000000000000002,36.25,1.805,35,glass,0.1,7.2464,1,,0.0,7.2464,
21.3,-0.5,1.9000000000000001,36.61,2.096,19,glass,0.1,7.6638,1,,0.0,7.6638,
21.3,-0.30000000000000004,-0.30000000000000004,35.249,1.19,145,concrete,0.65,6.0858,1,,0.0,6.0858,
21.3,-0.30000000000000004,1.7000000000000002,36.366,2.2,7,glass,0.1,7.3809,1,,0.0,7.3809,
21.3,-0.30000000000000004,1.9000000000000001,37.044,2.193,24,glass,0.1,8.167,0,solar_suspected,0.0,8.167,
21.3,-0.1,-0.30000000000000004,35.29,0.975,109,concrete,0.65,6.1333,1,,0.0,6.1333,
21.3,-0.1,1.7000000000000002,36.302,2.098,8,glass,0.1,7.3067,1,,0.0,7.3067,
21.3,-0.1,1.9000000000000001,36.722,2.392,25,glass,0.1,7.7936,1,,0.0,7.7936,
21.3,0.1,-0.30000000000000004,35.601,0.917,95,concrete,0.65,6.4939,1,,0.0,6.4939,
21.3,0.1,1.7000000000000002,37.679,2.013,15,glass,0.1,8.9032,0,solar_suspected,0.0,8.9032,
21.3,0.1,1.9000000000000001,36.123,2.653,14,glass,0.1,7.0991,1,,0.0,7.0991,
21.3,0.30000000000000004,-0.30000000000000004,36.178,0.952,100,concrete,0.65,7.1629,1,,0.0,7.1629,
21.3,0.30000000000000004,1.7000000000000002,37.346,1.822,18,glass,0.1,8.5171,0,solar_suspected,0.0,8.5171,
21.3,0.30000000000000004,1.9000000000000001,36.449,2.324,22,glass,0.1,7.4771,1,,0.0,7.4771,
21.3,0.5,-0.30000000000000004,36.42,0.8,101,concrete,0.65,7.4435,1,,0.0,7.4435,
21.3,0.5,1.7000000000000002,37.593,1.745,20,glass,0.1,8.8035,0,solar_suspected,0.0,8.8035,
21.3,0.5,1.9000000000000001,36.451,2.421,18,glass,0.1,7.4794,1,,0.0,7.4794,
21.3,0.7000000000000001,-0.30000000000000004,36.704,0.663,118,concrete,0.65,7.7728,1,,0.0,7.7728,
21.3,0.7000000000000001,1.7000000000000002,38.056,2.243,15,glass,0.1,9.3403,0,solar_suspected,0.0,9.3403,
21.3,0.7000000000000001,1.9000000000000001,36.168,2.311,18,glass,0.1,7.1513,1,,0.0,7.1513,
21.3,0.9,-0.30000000000000004,36.646,0.735,113,concrete,0.65,7.7055,1,,0.0,7.7055,
21.3,0.9,1.7000000000000002,37.704,2.164,15,glass,0.1,8.9322,0,solar_suspected,0.0,8.9322,
21.3,0.9,1.9000000000000001,36.87,2.629,17,glass,0.1,7.9652,1,,0.0,7.9652,
21.3,1.1,-0.30000000000000004,36.654,0.791,137,concrete,0.65,7.7148,1,,0.0,7.7148,
21.3,1.1,1.7000000000000002,37.619,2.313,9,glass,0.1,8.8336,0,solar_suspected,0.0,8.8336,
21.3,1.1,1.9000000000000001,36.72,2.418,16,glass,0.1,7.7913,1,,0.0,7.7913,
21.3,1.3,-0.30000000000000004,36.28,1.149,127,concrete,0.65,7.2812,1,,0.0,7.2812,
21.3,1.3,1.7000000000000002,37.687,2.446,11,glass,0.1,8.9125,0,solar_suspected,0.0,8.9125,
21.3,1.3,1.9000000000000001,36.694,2.211,15,glass,0.1,7.7612,1,,0.0,7.7612,
21.3,1.5,-0.30000000000000004,35.656,1.382,114,concrete,0.65,6.5577,1,,0.0,6.5577,sud_opaque_no_correction
21.3,1.5,1.7000000000000002,36.897,1.999,11,glass,0.1,7.9965,1,,0.0,7.9965,sud_opaque_no_correction
21.3,1.5,1.9000000000000001,36.694,1.722,17,glass,0.1,7.7612,1,,0.0,7.7612,sud_opaque_no_correction
21.3,1.7000000000000002,-0.30000000000000004,35.194,1.426,135,concrete,0.65,6.022,1,,0.0,6.022,sud_opaque_no_correction
21.3,1.7000000000000002,1.7000000000000002,36.568,1.485,11,glass,0.1,7.6151,1,,0.0,7.6151,sud_opaque_no_correction
21.3,1.7000000000000002,1.9000000000000001,37.437,1.844,26,glass,0.1,8.6226,0,solar_suspected,0.0,8.6226,sud_opaque_no_correction
21.5,-0.7000000000000001,0.1,33.448,0.0,1,painted_metal,0.65,3.9977,1,,57.4,-4.321,nord_diffuse_only
21.5,-0.7000000000000001,0.30000000000000004,37.097,0.0,1,cardboard,0.75,8.2284,0,implausible,66.23,-1.37,nord_diffuse_only
21.5,-0.7000000000000001,0.5,35.239,1.377,8,painted_metal,0.65,6.0742,1,,57.4,-2.2445,nord_diffuse_only
21.5,-0.7000000000000001,0.7000000000000001,35.955,1.453,12,glass,0.1,6.9043,1,,8.83,5.6246,nord_diffuse_only
21.5,-0.7000000000000001,0.9,35.526,1.822,4,glass,0.1,6.407,1,,8.83,5.1272,nord_diffuse_only
21.5,-0.7000000000000001,1.1,35.888,1.042,6,glass,0.1,6.8267,1,,8.83,5.5469,nord_diffuse_only
21.5,-0.7000000000000001,1.3,36.026,1.233,8,glass,0.1,6.9867,1,,8.83,5.7069,nord_diffuse_only
